mr,ref,score
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], familyFriendly[yes], near[Café Sicilia]","The Punter is a  coffee shop venue located near Café Sicilia.  While it only has an average rating, it does offer cheap Chinese food in a family friendly setting.",2
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]","The Punter is an adult coffee shop that serves Chinese food.  It is expensive, rated low by its customers, and is located near Café Sicilia.",1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]","There is an adult Chinese coffee shop near Café Sicilia that serves expensive, low-rated food named The Punter.",1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]","The Punter, a coffee shop that serves high priced Chinese food is children friendly and located near Café Sicilia. The restaurant has a low customer rating.",1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], familyFriendly[no], near[Café Sicilia]",The Punter is a high priced coffee shop that provides Chinese food located near Café Sicilia. It is not children friendly and the customer rating is average.,1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]",The Punter is a coffee shop with a high price range near Café Sicilia that serves Chinese and is child friendly.,1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]","Near Café Sicilia there is a coffee shop called The Punter  that serves Chinese food with an average rating, high price range and is child friendly.",1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[no], near[Café Sicilia]",near Café Sicilia there's a low customer rated coffee shop that serves Chinese food with a price range of less than 20 pounds called The Punter.,1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]",The Punter is a coffee chop that offers Chinese food selections. It is low rated and cheap but welcomes the whole family.  Located near Café Sicilia.,2
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]",The Punter is a coffee shot offering Chinese food for less than £20 and is located near Café Sicilia. While it has a low customer rating is it family friendly.,2
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]","The Punter is a inexpensive family friendly coffee shop that sells Chinese food near Café Sicilia. However, it has a low customer rating.",1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]",The Punter is a family friendly coffee shop that serves Chinese food for less than £20. It has a low customer rating and is located near Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]","Located near Café Sicilia, The Punter is a family friendly coffee shop.  Although customer ratings are low, it offers Chinese for less than £20.",2
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]",The Punter is a coffee shop that provides Chinese food for less than £20. It has a low customer rating and is family friendly. It is located near Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]","Located near Café Sicilia, The Punter is a coffee shop that serves Chinese food for less than £20. It is a family friendly shop, but its customer rating is low.",1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]",The Punter is a coffee shop that serves Chinese at a moderate price. The customer rating is 1 out  of five and they don't like kids but it is near Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]",The Punter is a moderate-priced restaurant near Café Sicilia that serves Chinese food.,1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]",The Punter is a coffee shop that serves Chinese food and is kids friendly with a moderate price range and a rating of 1 out of 5 near Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]",The Punter is a coffee shop that provides Chinese at a moderate price Range. They are kids Friendly with a 1 out of 5 customer rating near Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], familyFriendly[no], near[Café Sicilia]","Located near Café Sicilia, The Punter is a non kid friendly coffee shop that serves Chinese food and has a 3 star rating. The price range is moderate.",1
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], familyFriendly[yes], near[Café Sicilia]",The Punter is a highly-rated mid-priced Chinese coffee shop where children are welcome. It can be found near to Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], familyFriendly[yes], near[Café Sicilia]",The Punter is a family friendly coffee shop near Café Sicilia that also offers food. Low prices and a customer rating of 5 out of 5.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], familyFriendly[yes], near[Café Sicilia]","The Punter is a cheap, 5 out of 5, coffee shop located near Café Sicilia. The Punter is a family friendly place that serves English cuisine.",1
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], familyFriendly[no], near[Café Sicilia]",There is a coffee shop near Café Sicilia called The Punter what does English food the price range is cheap also it has a low customer rating.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], familyFriendly[yes], near[Café Sicilia]","If you're looking for a cheap coffee shop serving English food, then try The Punter. It is family friendly with an average customer rating. it's located near Café Sicilia.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], familyFriendly[yes], near[Café Sicilia]",The Punter is a coffee shop that offers full breakfasts.  It caters to family and is located near Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], familyFriendly[yes], near[Café Sicilia]","The Punter is a coffee shop which serves English food. It is located near Café Sicilia, and has an average customer rating. It is also in the cheap price range, and is family friendly.",1
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]","With an expensive price tag, low quality food currently rated at 1 out of 5,  and no room for a whole family, The Punter is a coffee shop selling English food that you should stay away from. You can find it near Café Sicilia.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]","If you're looking for a child friendly coffee shop that serves English food, try The Punter near Café Sicilia. Pricing on the high end, customers have rated the Café 1 out of 5.",3
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]",The Punter is a family friendly coffee shop that provides British food. The high-cost restaurant is located by Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[no], near[Café Sicilia]",There is a coffee shop The Punter located near Café Sicilia that provides English food in high price. It is not children Friendly.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]",The Punter coffee shop that is family friendly and has good reviews  located conveniently next to Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]",The Punter near Café Sicilia is a child friendly coffee shop where you can get English food but expect to pay for the average service.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]",The Punter coffee shop that is family friendly and has good reviews  located conveniently next to Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]",Located next to Café Sicilia is The Punter which is a coffee shop serving average breakfast food that has high pricing but is family friendly.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]",Near the Café Sicilia is a coffee shop called The Punter. You can bring your kids but don't forget your wallet as prices are high but reviews are average.,2
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]","Located to the north of Café Sicilia, a coffee shop which is known as, The Punter, offers moderate price range British food. It is suitable for everyone and family to visit.",1
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]",The Punter is a coffee shop serving average breakfast food that has high pricing but is family friendly. It is located next to Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], familyFriendly[no], near[Café Sicilia]",The Punter is a coffee shop located close to Café Sicilia that is classified in the low price range.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], familyFriendly[no], near[Café Sicilia]",The Punter is a English food coffee shop that is not family-friendly near Café Sicilia with a low customer rating. Price range is less than  £20.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], familyFriendly[no], near[Café Sicilia]","The Punter, a coffee shop near Café Sicilia that serves English food, have prices less than £20. It has a low customer rating and is not being family-friendly.",1
"name[The Punter], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]",The Punter is a cheap family friendly coffee shop serving English food. It is located near Café Sicilia however it's rated low.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]",Near Café Sicilia there is a family friendly coffee shop serving English food called The Punter which has a price range less than £20 and has a low customer rating.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], familyFriendly[yes], near[Café Sicilia]",The Punter' is a coffee shop with moderate price range selling English food that is near Café Sicilia and has a customer rating of 1 out of 5. It is child-friendly.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], familyFriendly[yes], near[Café Sicilia]","The Punter is an English restaurant that is moderately priced. They are child friendly and located near the coffee shop, Café Sicilia. They are a three of five star dining establishment.",1
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], familyFriendly[yes], near[Café Sicilia]","The Punter is a coffee shop that serves English food. It is child friendly and its price range is moderate. The Punter has a rating of 3 out of 5, and is located near Café Sicilia.",1
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], familyFriendly[yes], near[Café Sicilia]",The Punter is a three star coffee shop that serves mid ranged priced meals.  It is located near Café Sicilia.  This restaurant permits families with children.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], familyFriendly[yes], near[Café Sicilia]",Near Café Sicilia is a family friendly coffee shop that is 3 star and medium priced called The Punter.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], familyFriendly[yes], near[Café Sicilia]",A coffee shop that allows families with children is The Punter.  The Punter has a rating of three stars and has mid ranged priced meals.  The Punter is located near Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], familyFriendly[yes], near[Café Sicilia]","The Punter coffee shop is an intermediately priced, family friendly restaurant near Café Sicilia that serves breakfast and coffee.",1
"name[The Punter], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], familyFriendly[no], near[Café Sicilia]",The Punter is a  coffee shop that has high customer rating and is not kids friendly it is located near Café Sicilia.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], familyFriendly[yes], near[Café Sicilia]","Near Café Sicilia there is a mid-priced coffee shop called, The Punter, that serves traditional English food.",1
"name[The Punter], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], familyFriendly[yes], near[Café Sicilia]",The Punter is an English food serving coffee shop which welcomes kids and rates high. It is near Café Sicilia and the prices range from 20-25 pounds.,1
"name[The Punter], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], familyFriendly[yes], near[Café Sicilia]","Near Café Sicilia, The Punter is a coffee shop with English food, a high customer Rating, is kids Friendly and a price range of £20-25.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], familyFriendly[yes], near[Café Sicilia]",A kid friendly coffee shop which rate high near Café Sicilia and serves English food in the range of 20-25 pounds is The Punter.,1
"name[The Wrestlers], customer rating[1 out of 5], familyFriendly[yes]","Although The Wrestlers has a children friendly environment, it is only rated one star by its customers.",2
"name[The Wrestlers], customer rating[1 out of 5], familyFriendly[yes]",There is a Family restaurant named The Wrestlers that is 5 rating in my opinion.,1
"name[The Wrestlers], customer rating[1 out of 5], familyFriendly[yes]",The Wrestlers is a low-rated venue that is kids friendly.,1
"name[The Wrestlers], customer rating[1 out of 5], familyFriendly[yes], near[The Sorrento]",The Wrestlers is a kid friendly place near The Sorrento that is low rated.,1
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes]","The Wrestlers is a child-friendly, moderate restaurant with a rating of 3 out of 5 which is great for those on a budget.",1
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes]",If you are looking for somewhere kids friendly then look at going to The Wrestlers although it does have a customer rating of 3 out 5.,2
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes]","Low priced restaurant by the name The Wrestlers is a child-friendly environment with a moderate rating of 3 out of 5. However, it is great if you're on a budget.",2
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes], near[The Sorrento]",Located near The Sorrento is a child friendly restaurant The Wrestlers which has a customer rating of 3 out of 5.,1
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes], near[The Sorrento]",Near The Sorrento is The Wrestlers which is child friendly and has a customer rating of 3 out of 5.,1
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[no], near[The Sorrento]",There is an establishment near The Sorrento called The Wrestlers which is not family-friendly. It has a rating of 5 out of 5.,1
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes]",Looking for a family friendly venue with a customer rating of 5 out of 5 then check out The Wrestlers.,2
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes]",A restaurant with a rating of 5 out of 5 that is children friendly is known as The Wrestlers.,1
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes]",The Wrestlers is a 5 out of 5 restaurant that is child friendly.,1
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes], near[The Sorrento]",There is a children friendly place called The Wrestlers that is located near The Sorrento and has a customer rating of 5 out of 5.,1
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes], near[The Sorrento]","Near The Sorrento, is a family friendly restaurant called The Wrestlers that received a customer rating of 5 out of 5.",1
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes], near[The Sorrento]",The Wrestlers is a family friendly restaurant near The Sorrento that earned a customer rating of 5 out of 5.,1
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes], near[The Sorrento]",The Wrestlers is a family-friendly that has 5 out of 5 customer rating near The Sorrento.,1
"name[The Wrestlers], customer rating[average], familyFriendly[no]",The Wrestlers is a place that has average rating and is not family-friendly.,1
"name[The Wrestlers], customer rating[average], familyFriendly[yes]",An average customer rated restaurant that is also child-friendly is The Wrestlers.,1
"name[The Wrestlers], customer rating[average], familyFriendly[yes]",The Wrestlers is an average restaurant that is children friendly.,1
"name[The Wrestlers], customer rating[average], familyFriendly[yes]",A family place is The Wrestlers although it is only average.,2
"name[The Wrestlers], customer rating[average], familyFriendly[yes], near[The Sorrento]",near The Sorrento there is The Wrestlers which is family friendly and is rated averagely.,1
"name[The Wrestlers], customer rating[average], familyFriendly[yes], near[The Sorrento]","If you're looking for a family-friendly place, you should go to The Wrestlers. It is located near The Sorrento and is rated as average.",2
"name[The Wrestlers], customer rating[average], familyFriendly[yes], near[The Sorrento]","If you are looking for a children friendly restaurant, check out The Wrestlers.  It is near The Sorrento and has an average customer rating.",2
"name[The Wrestlers], customer rating[high], familyFriendly[yes]",The Wrestlers is a fantastic place for the whole family to attend for a bite to eat. The customer rating is high meaning that you will receive a high standard which can only be expected for the whole family.,3
"name[The Wrestlers], customer rating[high], familyFriendly[yes]",Looking for a place where you can take the whole family for a bite to eat. The Wrestlers is a fantastic spot to go with a high customer rating it will cater for all your needs.,1
"name[The Wrestlers], customer rating[high], familyFriendly[yes], near[The Sorrento]","If you are looking for a highly rated children friendly restaurant near The Sorrento, check out The Wrestlers.",2
"name[The Wrestlers], customer rating[high], familyFriendly[yes], near[The Sorrento]",The Wrestlers is a children friendly family restaurant. Most people who go there give great reviews for the restaurant. It can be found near The Sorrento.,1
"name[The Wrestlers], customer rating[low], familyFriendly[no]","Adults looking for a bite to eat can easily find The Wrestlers, which has a one star rating.",1
"name[The Wrestlers], customer rating[low], familyFriendly[no], near[The Sorrento]",The Wrestlers of one star is located in The Sorrento  where all your family can visit.,1
"name[The Wrestlers], customer rating[low], familyFriendly[yes]",The Wrestlers is a kid friendly place that is not very good.,1
"name[The Wrestlers], customer rating[low], familyFriendly[yes], near[The Sorrento]",Near The Sorrento is a family friendly restaurant called The Wrestlers which has a low customer rating.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","If you are looking for a family friendly restaurant with cheap pricing, you may wish to try The Wrestlers.  It offers a coffee shop and Chinese food, and  is near the Raja Indian Cuisine in the riverside area.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","In the city center, near Raja Indian Cuisine, The Wrestlers coffee shop dishes out high class Chinese eats, with an atmosphere that is not children friendly.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Wrestlers is an expensive coffee shop and that serves Chinese food located near the riverside Raja Indian Cuisine, it is not appropriate for children.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","There is a riverside coffee shop near Raja Indian Cuisine called The Wrestlers, that serves Chinese food in the high price range.  This venue is not suited for families with children.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Wrestlers is a coffee shop that has expensive Chinese food, not child friendly, and is located riverside near Raja Indian Cuisine.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop that sells Chinese food. IT is a high price range in the riverside area near Raja Indian Cuisine. It is children Friendly.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers, near Raja Indian Cuisine in riverside, is a children Friendly coffee shop that sells Chinese food. IT is a high price range.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a non family friendly coffee shop who serves Chinese food and is less than £20. It is near the Raja Indian Cuisine in the city centre.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",There is a mid-price ranged coffee shop  called The Wrestlers that serves Chinese food located near Raja Indian Cuisine in the city center.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Wrestlers is a unique coffee shop in the city centre, near the Raja Indian Cuisine restaurant. They are not family friendly and serve amazing Chinese food that is priced less than £20.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop which serves Chinese food is located in the center of the city near the Raja Indian Cuisine. It serves Chinese food and is considered family friendly with a price range of less than £20.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is located in the city centre near Raja Indian Cuisine. It is a coffee shop that serves Chinese food for under £20.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop which serves Chinese food with a price range of less than £20.  It is located in the center of the city near the Raja Indian Cuisine and is family friendly.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","There's a Chinese and coffee shop that's less than £20, near Raja Indian Cuisine along the riverside that's not really family friendly. It's called The Wrestlers.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",There's this coffee shop that serves Chinese food in the riverside area near Raja Indian Cuisine called The Wrestlers that costs less than £20 and is family friendly.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Located on the riverside, near Raja Indian Cuisine, is The Wrestlers. It is a family-friendly, low-priced coffee shop which also serves Chinese food.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","If you want a low-priced coffee shop on the riverside, then try The Wrestlers. This family-friendly coffee shop also serves Chinese food and it is located near Raja Indian Cuisine.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","In the riverside area, there is a family friendly coffee shop that sells Chinese food for less than £20 near Raja Indian Cuisine called The Wrestlers.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers, a coffee shop that also serves Chinese food less than £20, is located in the riverside, near Raja Indian Cuisine.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop that provides Chinese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine. It is not kids friendly.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop which offers Chinese food. It has a moderate price range. It is in a riverside area. It is not kids friendly and it is near Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Wrestlers is a Chinese coffee shop that has a moderate price range, located near the riverside near the Raja Indian Cuisine, my advice no children.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",For Chinese food in riverside there is a moderately priced coffee shop that is kid friendly named The Wrestlers near Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers is a coffee shop in Riverside located near the Raja Indian Cuisine, where they serve Chinese food, it's average price for a meal is more than 30 euros and it's a children friendly facility.",1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","If you're in the riverside area with your children and are looking for a coffee shop that serves Chinese food, The Wrestlers is a good option, though you can expect to spend more than £30. It is located near Raja Indian Cuisine.",3
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The is a restaurant that had a price for over 30 euros per meal. It's called The Wrestlers and it's children friendly. Its located in Riverside near the Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",In riverside near Raja Indian Cuisine is a restaurant called The Wrestlers. A coffee shop that serves Chinese food for £20-25.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly coffee shop that serves Chinese with an average meal for £20-25. Its in riverside near Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop that serves Indian food that has an average price range. It allows children and is near the riverside and Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly coffee shop  which offer English food for a cheap price. Located in riverside near Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop located at riverside near Raja Indian Cuisine serves English food and a Family friendly place that a  cheap price range of food.,2
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Wrestlers is an English coffee shop that is located in the city centre. It is near Raja Indian Cuisine. It has a high price range, and it is not family-friendly.",1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a high-priced coffee shop that serves English cuisine in an adult environment. It is located in the city centre near Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is children friendly coffee shop that serves English food with a high price range near Raja Indian Cuisine  around city centre.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Near Raja Indian Cuisine  around city centre there is a coffee shop that is high price range, children friendly, serves English food called The Wrestlers.",1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","Located on the Riverside, close to Raja Indian Cuisine, you will find the coffee shop The Wrestlers, serving a traditional English menu which is highly priced and not considered child friendly.",1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers' is a expensive coffee shop that serves British food that is located near Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop placed at north of city centre close to Raja Indian Cuisine.  You can go with all your family to this exclusive shop if you love the traditional British food.,2
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop near to Raja Indian Cuisine which resides in the riverside are. It's child friendly and serves English food. The price range is high.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",There is an expensive child friendly coffee shop in riverside called The Wrestlers that offers English food and it's near Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers is a high priced coffee shop, that offers English food and is kid friendly. It is located in the riverside area, near Raja Indian Cuisine.",1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers' is a coffee shop that serves expensive British food . It is located near Raja Indian Cuisine.,1
